공포 확률,중립 확률,탐욕 확률,공포탐욕지수
0.107,0.0841,0.8088,85.09
0.0574,0.6993,0.2432,59.29
0.0372,0.5481,0.4147,68.87
0.069,0.8567,0.0743,50.27
0.0294,0.8686,0.102,53.63
0.0743,0.1416,0.7841,85.49
0.1059,0.7425,0.1516,52.29
0.2422,0.1934,0.5644,66.11
0.0895,0.854,0.0565,48.35
0.0292,0.9484,0.0224,49.66
0.0251,0.9625,0.0124,49.36
0.0413,0.9398,0.0189,48.88
0.2357,0.6329,0.1314,44.78
0.0615,0.92,0.0185,47.85
0.0585,0.8515,0.09,51.58
0.0234,0.9117,0.0649,52.08
0.2178,0.3566,0.4256,60.39
0.0444,0.9277,0.028,49.18
0.0493,0.9258,0.0249,48.78
0.062,0.9141,0.0239,48.1
0.0348,0.9517,0.0136,48.94
0.0796,0.843,0.0774,49.89
0.3693,0.2364,0.3943,51.25
0.218,0.6162,0.1658,47.39
0.0354,0.9502,0.0144,48.95
0.1006,0.8573,0.0421,47.08
0.0325,0.9328,0.0348,50.11
0.0494,0.9036,0.047,49.88
0.4051,0.3078,0.2871,44.1
0.0545,0.8031,0.1423,54.39
0.0455,0.9251,0.0294,49.19
0.0216,0.9432,0.0352,50.68
0.042,0.8925,0.0655,51.18
0.1149,0.5199,0.3652,62.51
0.1812,0.6564,0.1624,49.06
0.4558,0.2607,0.2835,41.39
0.082,0.8871,0.0309,47.44
0.3034,0.5956,0.1011,39.89
0.0369,0.7118,0.2513,60.72
0.0354,0.9502,0.0144,48.95
0.1676,0.366,0.4664,64.94
0.0701,0.8237,0.1061,51.8
0.1531,0.4997,0.3471,59.7
0.0295,0.8928,0.0777,52.41
0.0258,0.9617,0.0125,49.33
0.0429,0.9202,0.0369,49.7
0.2996,0.4315,0.2689,48.47
0.0874,0.887,0.0256,46.91
0.0295,0.8928,0.0777,52.41
0.0244,0.9543,0.0213,49.84
0.2109,0.4875,0.3015,54.53
0.3574,0.1645,0.4781,56.04
0.0317,0.9264,0.0419,50.51
0.1579,0.7743,0.0678,45.49
0.2675,0.5543,0.1783,45.54
0.1527,0.0743,0.773,81.01
0.2647,0.6062,0.1291,43.22
0.1119,0.8311,0.057,47.26
0.2261,0.7161,0.0578,41.58
0.068,0.714,0.2181,57.51
0.0469,0.8211,0.132,54.26
0.2682,0.623,0.1088,42.03
0.2374,0.7113,0.0513,40.69
0.2091,0.7074,0.0835,43.72
0.0574,0.9222,0.0204,48.15
0.0819,0.8737,0.0444,48.12
0.112,0.823,0.065,47.65
0.1595,0.7772,0.0633,45.19
0.1568,0.6881,0.1551,49.91
0.0348,0.9517,0.0136,48.94
0.2239,0.1116,0.6645,72.03
0.4201,0.217,0.3629,47.14
0.407,0.2104,0.3827,48.78
0.1185,0.7956,0.0859,48.37
0.0326,0.9325,0.035,50.12
0.0544,0.6739,0.2717,60.86
0.1095,0.8286,0.0618,47.62
0.3765,0.2988,0.3247,47.41
0.143,0.3728,0.4843,67.06
0.0766,0.8752,0.0481,48.58
0.2567,0.648,0.0953,41.93
0.4813,0.3938,0.1249,32.18
0.2939,0.3414,0.3646,53.53
0.3859,0.1378,0.4763,54.52
0.2458,0.5979,0.1563,45.53
0.0631,0.8379,0.0991,51.8
0.3509,0.5338,0.1153,38.22
0.3581,0.532,0.1099,37.59
0.2633,0.5962,0.1405,43.86
0.2841,0.6218,0.094,40.49
0.0459,0.9379,0.0162,48.51
0.0684,0.8811,0.0505,49.1
0.163,0.6972,0.1398,48.84
0.1139,0.7635,0.1226,50.44
0.0657,0.8156,0.1187,52.65
0.3681,0.4987,0.1332,38.25
0.1164,0.7425,0.1412,51.24
0.2628,0.1077,0.6296,68.34
0.0963,0.7868,0.117,51.04
0.2474,0.4261,0.3265,53.96
0.25,0.4508,0.2993,52.46
0.0959,0.8193,0.0849,49.45
0.0935,0.6627,0.2439,57.52
0.1479,0.4088,0.4433,64.77
0.2609,0.5263,0.2128,47.59
0.3299,0.1267,0.5435,60.68
0.2311,0.5293,0.2396,50.42
0.1125,0.3093,0.5781,73.28
0.0532,0.8296,0.1172,53.2
0.132,0.7861,0.0819,47.49
0.0543,0.913,0.0327,48.92
0.4098,0.3705,0.2197,40.49
0.2705,0.6018,0.1277,42.86
0.1296,0.7377,0.1327,50.15
0.026,0.9615,0.0125,49.32
0.0295,0.8786,0.0919,53.12
0.3313,0.4088,0.2599,46.43
0.2278,0.2591,0.5131,64.27
0.101,0.825,0.074,48.65
0.0479,0.3596,0.5925,77.23
0.3845,0.2903,0.3253,47.04
0.1302,0.7836,0.0863,47.8
0.2454,0.6435,0.1111,43.29
0.1362,0.5728,0.2909,57.74
0.1326,0.6104,0.2569,56.21
0.0501,0.9196,0.0303,49.01
0.3378,0.309,0.3532,50.77
0.1448,0.413,0.4422,64.87
0.346,0.411,0.243,44.85
0.0389,0.9304,0.0307,49.59
0.1729,0.6755,0.1516,48.93
0.2972,0.5031,0.1997,45.12
0.1072,0.5405,0.3523,62.26
0.2833,0.373,0.3437,53.02
0.4179,0.32,0.2621,42.21
0.1364,0.7874,0.0762,46.99
0.251,0.3635,0.3855,56.72
0.1275,0.7447,0.1278,50.01
0.5795,0.1961,0.2243,32.24
0.0658,0.7957,0.1385,53.64
0.0642,0.9147,0.0211,47.84
0.1066,0.5684,0.325,60.92
0.0491,0.9284,0.0225,48.67
0.2678,0.3768,0.3553,54.37
0.1871,0.6545,0.1584,48.56
0.0345,0.9235,0.042,50.38
0.2519,0.1838,0.5643,65.62
0.0553,0.8882,0.0565,50.06
0.2052,0.1119,0.6829,73.88
0.0874,0.5345,0.3781,64.53
0.0661,0.9134,0.0204,47.72
0.136,0.7614,0.1026,48.33
0.1041,0.8148,0.0811,48.85
0.109,0.8507,0.0403,46.57
0.0589,0.3213,0.6198,78.05
0.236,0.5097,0.2542,50.91
0.0861,0.8373,0.0766,49.52
0.0251,0.9546,0.0203,49.76
0.0685,0.8944,0.0371,48.43
0.0474,0.8837,0.0689,51.07
0.0324,0.0843,0.8833,92.54
0.2383,0.2569,0.5048,63.33
0.2011,0.4648,0.3341,56.65
0.2989,0.5739,0.1272,41.42
0.0861,0.7432,0.1707,54.23
0.0273,0.959,0.0137,49.32
0.0244,0.2125,0.7631,86.93
0.0373,0.9204,0.0422,50.25
0.0478,0.8041,0.1481,55.01
0.4072,0.4213,0.1715,38.21
0.111,0.8343,0.0547,47.19
0.0505,0.8686,0.0809,51.52
0.052,0.0781,0.87,90.9
0.1107,0.7293,0.16,52.47
0.1622,0.1949,0.6429,74.04
0.1103,0.8119,0.0777,48.37
0.085,0.8854,0.0296,47.23
0.081,0.0993,0.8196,86.93
0.1858,0.6388,0.1754,49.48
0.2671,0.6212,0.1116,42.23
0.0679,0.8913,0.0408,48.65
0.0454,0.8466,0.1081,53.13
0.1153,0.2403,0.6444,76.45
0.2085,0.6282,0.1633,47.74
0.1827,0.4093,0.408,61.27
0.2305,0.3388,0.4307,60.01
0.06,0.9122,0.0278,48.39
0.3028,0.5713,0.1259,41.15
0.3522,0.2542,0.3937,52.08
0.075,0.1566,0.7684,84.67
0.375,0.364,0.2609,44.29
0.0784,0.8104,0.1113,51.64
0.0319,0.9564,0.0117,48.99
0.0605,0.8462,0.0933,51.64
0.0491,0.9385,0.0124,48.17
0.1162,0.2403,0.6436,76.37
0.049,0.9361,0.0149,48.29
0.0441,0.8251,0.1308,54.33
0.1028,0.8499,0.0473,47.22
0.3241,0.4754,0.2005,43.82
0.1335,0.1982,0.6683,76.74
0.0977,0.8597,0.0426,47.25
0.0817,0.4345,0.4838,70.1
0.0593,0.8272,0.1135,52.71
0.1138,0.8196,0.0666,47.64
0.3141,0.6397,0.0462,36.61
0.0963,0.306,0.5978,75.08
0.0313,0.9181,0.0506,50.97
0.4013,0.1693,0.4294,51.41
0.4493,0.3236,0.2271,38.89
0.0518,0.8835,0.0647,50.65
0.05,0.8508,0.0992,52.46
0.4337,0.2279,0.3384,45.24
0.4955,0.2707,0.2338,36.91
0.032,0.8416,0.1264,54.72
0.0992,0.6389,0.2619,58.13
0.1175,0.3961,0.4864,68.44
0.0972,0.2337,0.6691,78.59
0.1378,0.7552,0.107,48.46
0.0825,0.8558,0.0618,48.96
0.421,0.4983,0.0807,32.98
0.0495,0.8957,0.0549,50.27
0.1039,0.7316,0.1645,53.03
0.0574,0.7292,0.2134,57.8
0.0944,0.8525,0.0531,47.94
0.2365,0.6966,0.0668,41.52
0.021,0.0645,0.9145,94.68
0.0904,0.8759,0.0337,47.17
0.0413,0.9211,0.0377,49.82
0.3107,0.56,0.1293,40.93
0.1989,0.6653,0.1358,46.84
0.0379,0.7751,0.1869,57.45
0.2379,0.534,0.2281,49.51
0.0634,0.8743,0.0623,49.95
0.326,0.5549,0.1191,39.65
0.0503,0.9189,0.0309,49.03
0.3972,0.2798,0.3231,46.3
0.079,0.8982,0.0228,47.19
0.3189,0.4597,0.2214,45.13
0.0894,0.8326,0.0779,49.42
0.3982,0.3062,0.2956,44.87
0.3738,0.4581,0.168,39.71
0.1113,0.8453,0.0434,46.61
0.1513,0.7214,0.1273,48.8
0.173,0.6523,0.1748,50.09
0.3905,0.3347,0.2748,44.22
0.3752,0.3324,0.2924,45.86
0.0549,0.9052,0.0399,49.25
0.0775,0.8329,0.0897,50.61
0.0322,0.9527,0.0151,49.14
0.2211,0.511,0.2679,52.34
0.1124,0.8003,0.0873,48.74
0.1091,0.8548,0.0361,46.35
0.4534,0.2381,0.3084,42.75
0.0772,0.887,0.0358,47.93
0.3854,0.167,0.4476,53.11
0.1696,0.165,0.6654,74.79
0.0786,0.8627,0.0587,49.01
0.0555,0.3322,0.6123,77.84
0.1264,0.7907,0.0829,47.82
0.0275,0.9387,0.0338,50.32
0.2175,0.3971,0.3854,58.4
0.2785,0.3442,0.3773,54.94
0.3388,0.1758,0.4854,57.33
0.6518,0.2794,0.0688,20.85
0.1881,0.5254,0.2865,54.92
0.0292,0.9523,0.0185,49.47
0.0266,0.9165,0.0569,51.52
0.123,0.2207,0.6563,76.66
0.0877,0.873,0.0393,47.58
0.1194,0.1448,0.7358,80.82
0.0212,0.9628,0.016,49.74
0.0549,0.9206,0.0245,48.48
0.0745,0.8668,0.0587,49.21
0.1435,0.8002,0.0563,45.64
0.0452,0.923,0.0318,49.33
0.088,0.7727,0.1393,52.57
0.2145,0.2658,0.5196,65.25
0.0322,0.0982,0.8696,91.87
0.0365,0.1462,0.8173,89.04
0.0203,0.9441,0.0357,50.77
0.0453,0.9251,0.0296,49.21
0.0858,0.8489,0.0653,48.97
0.0164,0.9473,0.0363,51.0
0.042,0.9123,0.0457,50.19
0.1309,0.8011,0.068,46.86
0.4999,0.2248,0.2753,38.77
0.073,0.8447,0.0823,50.47
0.046,0.9333,0.0207,48.74
0.033,0.9506,0.0163,49.16
0.0623,0.9159,0.0218,47.98
0.0435,0.8867,0.0698,51.31
0.2776,0.5671,0.1554,43.89
0.0353,0.1296,0.8351,89.99
0.0632,0.8395,0.0973,51.7
0.0231,0.9517,0.0252,50.1
0.0894,0.5265,0.3841,64.73
0.0358,0.9409,0.0232,49.37
0.0557,0.7544,0.19,56.72
0.3408,0.5023,0.1569,40.8
0.0999,0.859,0.0411,47.06
0.3889,0.5129,0.0982,35.47
0.0426,0.9213,0.0361,49.67
0.099,0.8615,0.0396,47.03
0.3978,0.3662,0.236,41.91
0.042,0.9375,0.0204,48.92
0.2233,0.5513,0.2254,50.11
0.1996,0.6454,0.1549,47.76
0.0458,0.929,0.0252,48.97
0.1701,0.4373,0.3926,61.12
0.0529,0.882,0.0651,50.61
0.1789,0.4883,0.3329,57.7
0.0673,0.5974,0.3353,63.4
0.0645,0.7784,0.1572,54.64
0.0176,0.067,0.9154,94.89
0.1376,0.7323,0.1301,49.62
0.0719,0.8825,0.0457,48.69
0.3237,0.4371,0.2392,45.77
0.0372,0.8655,0.0973,53.01
0.4352,0.2089,0.3559,46.04
0.138,0.4448,0.4172,63.96
0.2388,0.5674,0.1938,47.75
0.1453,0.6219,0.2328,54.37
0.0944,0.7616,0.1441,52.49
0.0303,0.9464,0.0233,49.65
0.0261,0.9479,0.026,49.99
0.0388,0.0984,0.8628,91.2
0.365,0.4095,0.2255,43.02
0.0309,0.9302,0.0389,50.4
0.0706,0.5637,0.3658,64.76
0.0681,0.8458,0.0861,50.9
0.0264,0.9504,0.0232,49.84
0.0477,0.9201,0.0323,49.23
0.0742,0.8274,0.0984,51.21
0.2002,0.2118,0.588,69.39
0.1993,0.6101,0.1906,49.56
0.22,0.6811,0.0989,43.94
0.1319,0.8149,0.0533,46.07
0.0313,0.9357,0.033,50.08
0.0218,0.0799,0.8983,93.83
0.0304,0.9582,0.0114,49.05
0.02,0.0475,0.9325,95.63
0.0637,0.7589,0.1774,55.69
0.0434,0.6727,0.2839,62.03
0.0325,0.8946,0.0729,52.02
0.0233,0.9628,0.0139,49.53
0.082,0.5375,0.3805,64.93
0.2883,0.4915,0.2203,46.6
0.0985,0.8613,0.0402,47.09
0.0377,0.932,0.0303,49.63
0.0522,0.2304,0.7174,83.26
0.0503,0.919,0.0307,49.02
0.1423,0.6724,0.1852,52.15
0.0386,0.3488,0.6126,78.7
0.2623,0.6,0.1377,43.77
0.0861,0.8912,0.0227,46.83
0.1066,0.4602,0.4332,66.33
0.0562,0.9173,0.0265,48.52
0.0479,0.7935,0.1586,55.54
0.054,0.8746,0.0714,50.87
0.0492,0.86,0.0907,52.08
0.4845,0.26,0.2555,38.55
0.3195,0.2989,0.3816,53.1
0.1361,0.7435,0.1204,49.22
0.0231,0.0579,0.919,94.8
0.0416,0.9437,0.0147,48.65
0.0445,0.909,0.0465,50.1
0.0527,0.3509,0.5964,77.18
0.1099,0.7763,0.1137,50.19
0.2068,0.0853,0.7079,75.06
0.051,0.8768,0.0722,51.06
0.2663,0.444,0.2898,51.18
0.3313,0.5769,0.0918,38.02
0.113,0.7155,0.1715,52.93
0.1671,0.4354,0.3975,61.52
0.1224,0.7604,0.1172,49.74
0.045,0.9391,0.0159,48.54
0.4825,0.2513,0.2663,39.19
0.1406,0.6188,0.2405,54.99
0.4422,0.1689,0.3889,47.34
0.2175,0.276,0.5066,64.46
0.4397,0.1327,0.4277,49.4
0.1423,0.4402,0.4175,63.76
0.3536,0.2216,0.4248,53.56
0.0683,0.4278,0.5039,71.78
0.2181,0.646,0.1359,45.89
0.0461,0.8036,0.1502,55.21
0.0754,0.1328,0.7918,85.82
0.0258,0.9617,0.0125,49.33
0.3718,0.2834,0.3448,48.65
0.1509,0.7158,0.1333,49.12
0.3253,0.3758,0.2989,48.68
0.0881,0.8738,0.0381,47.5
0.3477,0.2723,0.38,51.61
0.1039,0.7422,0.1539,52.5
0.3451,0.292,0.3629,50.89
0.0567,0.873,0.0703,50.68
0.4537,0.3521,0.1942,37.02
0.1729,0.5062,0.3209,57.4
0.0857,0.8481,0.0662,49.02
0.144,0.7113,0.1446,50.03
0.1206,0.5139,0.3655,62.25
0.4111,0.4699,0.1189,35.39
0.0427,0.8726,0.0847,52.1
0.1274,0.7139,0.1587,51.57
0.0691,0.2295,0.7014,81.62
0.2257,0.5136,0.2607,51.75
0.0436,0.8129,0.1434,54.99
0.2958,0.4838,0.2204,46.23
0.2203,0.6583,0.1214,45.05
0.3619,0.3676,0.2705,45.43
0.0354,0.9502,0.0144,48.95
0.2409,0.2092,0.55,65.45
0.2105,0.6673,0.1222,45.59
0.4597,0.2887,0.2516,39.6
0.2847,0.2554,0.4599,58.76
0.0374,0.8144,0.1482,55.54
0.2785,0.2605,0.461,59.12
0.0942,0.6041,0.3017,60.37
0.105,0.6076,0.2874,59.12
0.1637,0.2071,0.6291,73.27
0.328,0.617,0.055,36.35
0.098,0.7284,0.1737,53.79
0.028,0.9544,0.0177,49.49
0.1523,0.5755,0.2722,55.99
0.028,0.9348,0.0371,50.46
0.0816,0.8312,0.0873,50.28
0.45,0.4054,0.1446,34.73
0.0839,0.8533,0.0628,48.94
0.0539,0.9176,0.0285,48.73
0.2637,0.6249,0.1114,42.39
0.1696,0.7881,0.0423,43.64
0.0943,0.8186,0.0871,49.64
0.1275,0.7938,0.0787,47.56
0.0689,0.8025,0.1286,52.99
0.0893,0.5838,0.3269,61.88
0.2841,0.5225,0.1934,45.46
0.2871,0.3481,0.3647,53.88
0.0302,0.9357,0.0341,50.19
0.335,0.2555,0.4094,53.72
0.4477,0.3654,0.1869,36.96
0.2734,0.2806,0.446,58.63
0.4053,0.373,0.2217,40.82
0.0326,0.9526,0.0148,49.11
0.2932,0.3245,0.3822,54.45
0.0648,0.8323,0.1029,51.91
0.0939,0.8598,0.0463,47.62
0.0189,0.061,0.9201,95.06
0.1241,0.5161,0.3599,61.79
0.0358,0.9471,0.0171,49.07
0.1187,0.1108,0.7706,82.6
0.0448,0.9348,0.0204,48.78
0.0815,0.096,0.8225,87.05
0.0225,0.9642,0.0134,49.55
0.0309,0.9538,0.0153,49.22
0.1725,0.4823,0.3452,58.63
0.5254,0.3577,0.1169,29.57
0.0765,0.8965,0.027,47.53
0.2669,0.6447,0.0884,41.07
0.0446,0.9011,0.0543,50.48
0.1002,0.7595,0.1403,52.01
0.118,0.7151,0.1669,52.44
0.1956,0.3228,0.4816,64.3
0.3603,0.4389,0.2008,42.03
0.6246,0.2854,0.0899,23.27
0.1258,0.8184,0.0558,46.5
0.0875,0.7759,0.1366,52.46
0.4804,0.3586,0.1609,34.03
0.0397,0.7588,0.2015,58.09
0.0936,0.7976,0.1088,50.76
0.0191,0.8958,0.0851,53.3
0.0938,0.7917,0.1145,51.03
0.4622,0.3489,0.1889,36.33
0.0486,0.9374,0.014,48.27
0.0345,0.937,0.0285,49.7
0.508,0.2505,0.2415,36.68
0.1241,0.5161,0.3599,61.79
0.4847,0.1893,0.326,42.07
0.1668,0.3518,0.4814,65.73
0.0866,0.6775,0.2358,57.46
0.0704,0.9018,0.0278,47.87
0.2082,0.6937,0.0982,44.5
0.0962,0.8732,0.0306,46.72
0.0761,0.8745,0.0494,48.66
0.1288,0.698,0.1733,52.23
0.1016,0.7653,0.133,51.57
0.5537,0.2027,0.2437,34.5
0.05,0.8797,0.0703,51.02
0.0814,0.7583,0.1603,53.94
0.0562,0.8781,0.0658,50.48
0.4199,0.478,0.102,34.1
0.0436,0.9322,0.0242,49.03
0.0441,0.9248,0.0311,49.35
0.2815,0.4959,0.2225,47.05
0.0541,0.9221,0.0238,48.48
0.0358,0.9455,0.0188,49.15
0.1495,0.7495,0.101,47.58
0.1598,0.3855,0.4547,64.75
0.1864,0.7599,0.0537,43.36
0.4169,0.4386,0.1445,36.38
0.0307,0.1695,0.7999,88.46
0.0413,0.9378,0.021,48.98
0.1006,0.848,0.0514,47.54
0.0834,0.8874,0.0291,47.29
0.1425,0.6798,0.1777,51.76
0.026,0.9345,0.0395,50.67
0.0309,0.9352,0.0339,50.15
0.0772,0.8923,0.0305,47.67
0.0884,0.8623,0.0493,48.05
0.0781,0.8075,0.1145,51.82
0.0354,0.9502,0.0144,48.95
0.0313,0.9081,0.0606,51.46
0.2744,0.4687,0.257,49.13
0.0442,0.9154,0.0404,49.81
0.4805,0.185,0.3345,42.7
0.0612,0.8278,0.111,52.49
0.4372,0.3865,0.1763,36.95
0.043,0.9341,0.0229,48.99
0.0332,0.9356,0.0312,49.9
0.0926,0.8405,0.0669,48.71
0.0351,0.1591,0.8058,88.53
0.1722,0.3552,0.4726,65.02
0.0283,0.9593,0.0124,49.2
0.13,0.7781,0.092,48.1
0.4502,0.3336,0.2162,38.3
0.0688,0.9071,0.0242,47.77
0.0407,0.8973,0.062,51.07
0.0354,0.9502,0.0144,48.95
0.0236,0.893,0.0833,52.98
0.1532,0.7221,0.1246,48.57
0.0355,0.9177,0.0468,50.57
0.0611,0.9116,0.0273,48.31
0.1499,0.5244,0.3256,58.78
0.0233,0.9628,0.0139,49.53
0.0702,0.8824,0.0473,48.85
0.2361,0.5411,0.2227,49.33
0.3352,0.5805,0.0842,37.45
0.3591,0.3423,0.2987,46.98
0.2164,0.4989,0.2847,53.41
0.1202,0.7426,0.1372,50.85
0.0512,0.9354,0.0134,48.11
0.0652,0.8947,0.0401,48.74
0.1059,0.4605,0.4336,66.39
0.0374,0.8984,0.0642,51.34
0.156,0.7805,0.0635,45.38
0.029,0.9554,0.0156,49.33
0.3787,0.2643,0.357,48.91
0.1426,0.7923,0.0651,46.13
0.0689,0.9023,0.0288,47.99
0.329,0.3527,0.3183,49.46
0.1353,0.8051,0.0596,46.21
0.0168,0.9492,0.034,50.86
0.1117,0.5973,0.291,58.96
0.11,0.2626,0.6273,75.86
0.046,0.9204,0.0337,49.38
0.1998,0.1907,0.6096,70.49
0.2721,0.1761,0.5518,63.98
0.2323,0.0987,0.669,71.84
0.4205,0.5041,0.0754,32.74
0.3978,0.2266,0.3756,48.89
0.1003,0.8145,0.0852,49.25
0.0808,0.6708,0.2484,58.38
0.4534,0.3089,0.2377,39.21
0.0846,0.8795,0.0359,47.56
0.5545,0.3456,0.1,27.28
0.1113,0.7671,0.1216,50.52
0.0853,0.7852,0.1295,52.21
0.4502,0.3336,0.2162,38.3
0.0509,0.9102,0.0388,49.4
0.2261,0.5466,0.2273,50.06
0.0938,0.8347,0.0715,48.89
0.313,0.138,0.5491,61.8
0.0633,0.8573,0.0794,50.81
0.0208,0.869,0.1102,54.47
0.033,0.2059,0.7612,86.41
0.1602,0.5891,0.2507,54.52
0.1902,0.7424,0.0674,43.86
0.0402,0.8707,0.089,52.44
0.0696,0.871,0.0594,49.49
0.1796,0.6852,0.1351,47.78
0.4422,0.334,0.2238,39.08
0.0723,0.5818,0.346,63.68
0.0228,0.9529,0.0243,50.08
0.0981,0.8112,0.0907,49.63
0.017,0.9649,0.018,50.05
0.0633,0.1148,0.8219,87.93
0.4422,0.334,0.2238,39.08
0.1044,0.8137,0.0819,48.88
0.0242,0.962,0.0138,49.48
0.0856,0.6545,0.2599,58.72
0.0475,0.9107,0.0418,49.71
0.023,0.9355,0.0416,50.93
0.2291,0.5759,0.195,48.3
0.0816,0.3977,0.5207,71.95
0.0494,0.937,0.0137,48.22
0.1411,0.4007,0.4582,65.85
0.0488,0.9096,0.0416,49.64
0.0172,0.961,0.0219,50.24
0.0335,0.9408,0.0256,49.61
0.2529,0.5786,0.1685,45.78
0.2199,0.5312,0.2488,51.45
0.1156,0.7344,0.1499,51.72
0.0754,0.8672,0.0574,49.1
0.3619,0.1812,0.4569,54.75
0.0407,0.9263,0.0329,49.61
0.3871,0.2874,0.3255,46.92
0.1048,0.8697,0.0255,46.03
0.0657,0.227,0.7073,82.08
0.0925,0.8513,0.0562,48.19
0.0797,0.3517,0.5686,74.45
0.4362,0.3481,0.2158,38.98
0.1233,0.1815,0.6952,78.6
0.0611,0.9105,0.0284,48.36
0.0217,0.9265,0.0518,51.51
0.1464,0.7955,0.0582,45.59
0.4241,0.495,0.0809,32.84
0.3695,0.3569,0.2736,45.21
0.0631,0.8464,0.0905,51.37
0.0186,0.0536,0.9278,95.46
0.0368,0.9477,0.0155,48.94
0.1345,0.2946,0.5709,71.82
0.1027,0.7495,0.1478,52.25
0.1008,0.8099,0.0893,49.42
0.1419,0.318,0.5401,69.91
0.0487,0.9098,0.0415,49.64
0.1509,0.7993,0.0498,44.94
0.1293,0.7349,0.1358,50.32
0.2226,0.6132,0.1642,47.08
0.0761,0.4703,0.4537,68.88
0.0201,0.0659,0.914,94.69
0.1928,0.5559,0.2514,52.93
0.0711,0.8798,0.0491,48.9
0.0748,0.8167,0.1085,51.68
0.0637,0.8785,0.0578,49.7
0.0717,0.8422,0.0861,50.72
0.15,0.7351,0.1149,48.24
0.0609,0.9076,0.0315,48.53
0.0531,0.31,0.6369,79.19
0.0753,0.88,0.0447,48.47
0.1663,0.7439,0.0897,46.17
0.0314,0.8944,0.0743,52.15
0.0333,0.9565,0.0102,48.85
0.1515,0.7907,0.0578,45.31
0.1104,0.6797,0.2099,54.98
0.2251,0.1432,0.6317,70.33
0.1427,0.1927,0.6646,76.1
0.064,0.8939,0.0421,48.91
0.0475,0.4486,0.5039,72.82
0.0226,0.9322,0.0452,51.13
0.0408,0.8736,0.0856,52.24
0.0338,0.9163,0.0499,50.81
0.0354,0.9502,0.0144,48.95
0.0434,0.8039,0.1527,55.46
0.1368,0.7625,0.1006,48.19
0.1271,0.7643,0.1086,49.08
0.059,0.7667,0.1744,55.77
0.0518,0.8413,0.107,52.76
0.1807,0.1966,0.6226,72.09
0.0278,0.9566,0.0156,49.39
0.269,0.2925,0.4385,58.48
0.1116,0.3472,0.5412,71.48
0.1261,0.3329,0.5409,70.74
0.3729,0.3754,0.2517,43.94
0.2504,0.7009,0.0487,39.91
0.0443,0.6558,0.2999,62.78
0.048,0.8828,0.0692,51.06
0.1226,0.8361,0.0413,45.94
0.0423,0.8791,0.0786,51.82
0.1802,0.6311,0.1887,50.42
0.0733,0.8805,0.0462,48.65
0.0325,0.9231,0.0444,50.6
0.0369,0.9157,0.0475,50.53
0.1512,0.7757,0.0731,46.09
0.0566,0.8814,0.062,50.27
0.0957,0.112,0.7923,84.83
0.4971,0.2919,0.211,35.69
0.1594,0.591,0.2497,54.51
0.1301,0.7783,0.0916,48.07
0.1494,0.7005,0.1501,50.04
0.2486,0.2527,0.4988,62.51
0.1986,0.7178,0.0836,44.25
0.1041,0.1221,0.7738,83.48
0.1022,0.7636,0.1342,51.6
0.0396,0.9155,0.0448,50.26
0.0431,0.9343,0.0226,48.98
0.029,0.9554,0.0156,49.33
0.0508,0.1383,0.8108,88.0
0.2461,0.2726,0.4813,61.76
0.3546,0.4079,0.2376,44.15
0.3551,0.4878,0.1571,40.1
0.0658,0.5849,0.3493,64.18
0.0807,0.8872,0.0321,47.57
0.0886,0.7956,0.1158,51.36
0.0497,0.9224,0.0279,48.91
0.2008,0.092,0.7072,75.32
0.2646,0.4792,0.2562,49.58
0.0591,0.5807,0.3602,65.05
0.2106,0.591,0.1983,49.39
0.0412,0.8822,0.0766,51.77
0.1938,0.3732,0.4331,61.97
0.025,0.9355,0.0395,50.72
0.034,0.1993,0.7668,86.64
0.2246,0.4441,0.3313,55.34
0.6179,0.2934,0.0888,23.55
0.2287,0.513,0.2584,51.49
0.2086,0.3975,0.3939,59.26
0.2092,0.724,0.0668,42.88
0.0697,0.83,0.1003,51.53
0.3679,0.4624,0.1698,40.09
0.108,0.8137,0.0783,48.51
0.0872,0.8277,0.0851,49.89
0.071,0.8916,0.0374,48.32
0.3218,0.599,0.0791,37.87
0.0261,0.0979,0.876,92.5
0.0687,0.3061,0.6253,77.83
0.0771,0.8907,0.0323,47.76
0.1528,0.6823,0.1649,50.61
0.2444,0.5422,0.2134,48.45
0.3338,0.4418,0.2243,44.53
0.0658,0.7514,0.1828,55.85
0.1015,0.8393,0.0593,47.89
0.0913,0.6956,0.2131,56.09
0.1691,0.5195,0.3114,57.12
0.0439,0.8561,0.1,52.8
0.0659,0.8252,0.1089,52.15
0.2002,0.548,0.2518,52.58
0.3397,0.3197,0.3405,50.04
0.118,0.8463,0.0357,45.88
0.0506,0.9303,0.0191,48.43
0.065,0.7628,0.1722,55.36
0.1392,0.1164,0.7443,80.26
0.0462,0.9305,0.0233,48.86
0.0398,0.143,0.8172,88.87
0.1006,0.8164,0.083,49.12
0.041,0.7737,0.1853,57.21
0.4764,0.1717,0.3519,43.77
0.1878,0.4828,0.3294,57.08
0.0382,0.9349,0.0268,49.43
0.0795,0.4998,0.4207,67.06
0.0909,0.6909,0.2181,56.36
0.1263,0.716,0.1578,51.57
0.1769,0.7226,0.1005,46.18
0.328,0.3718,0.3001,48.6
0.0239,0.962,0.0141,49.51
0.2995,0.2797,0.4208,56.06
0.0507,0.9279,0.0214,48.53
0.102,0.1918,0.7062,80.21
