공포 확률,중립 확률,탐욕 확률,공포탐욕지수
0.4389,0.4688,0.0923,32.67
0.1626,0.7705,0.0669,45.22
0.1535,0.7443,0.1021,47.43
0.0265,0.9384,0.0351,50.43
0.0726,0.6329,0.2945,61.09
0.1129,0.7837,0.1033,49.52
0.0322,0.9344,0.0334,50.06
0.1063,0.7851,0.1086,50.11
0.0234,0.9608,0.0159,49.62
0.0491,0.8583,0.0926,52.18
0.0303,0.936,0.0337,50.17
0.2314,0.6772,0.0914,43.0
0.0477,0.5345,0.4178,68.51
0.0276,0.9192,0.0533,51.29
0.1101,0.8335,0.0563,47.31
0.1616,0.6336,0.2048,52.16
0.0244,0.1104,0.8652,92.04
0.0387,0.8538,0.1076,53.44
0.0232,0.9607,0.0162,49.65
0.0394,0.8545,0.1061,53.34
0.1465,0.7751,0.0784,46.59
0.0827,0.7565,0.1608,53.91
0.0425,0.9301,0.0274,49.25
0.0203,0.9598,0.0199,49.98
0.2278,0.5253,0.2469,50.95
0.1681,0.7294,0.1025,46.72
0.3591,0.4487,0.1921,41.65
0.0448,0.9235,0.0317,49.34
0.1696,0.7505,0.0798,45.51
0.3112,0.4481,0.2407,46.48
0.2539,0.3413,0.4048,57.55
0.2209,0.5923,0.1869,48.3
0.03,0.9112,0.0588,51.44
0.0246,0.9246,0.0508,51.31
0.4303,0.2339,0.3357,45.27
0.3313,0.4369,0.2318,45.02
0.0349,0.941,0.0241,49.46
0.0215,0.9579,0.0206,49.95
0.1303,0.776,0.0936,48.17
0.0756,0.835,0.0895,50.69
0.0456,0.9085,0.046,50.02
0.0527,0.9125,0.0348,49.1
0.0337,0.941,0.0253,49.58
0.0399,0.8283,0.1319,54.6
0.0634,0.8879,0.0487,49.27
0.0289,0.9446,0.0264,49.88
0.0276,0.9584,0.0139,49.32
0.1507,0.7771,0.0722,46.07
0.3621,0.1065,0.5314,58.47
0.2185,0.3852,0.3963,58.89
0.6518,0.2794,0.0688,20.85
0.0735,0.8714,0.0551,49.08
0.2545,0.5564,0.1891,46.73
0.168,0.6419,0.1902,51.11
0.0935,0.433,0.4736,69.01
0.067,0.8833,0.0497,49.14
0.4123,0.1703,0.4174,50.25
0.087,0.8323,0.0807,49.69
0.2169,0.5756,0.2075,49.53
0.0471,0.9135,0.0395,49.62
0.1016,0.8526,0.0458,47.21
0.0257,0.9614,0.0129,49.36
0.043,0.9173,0.0397,49.84
0.0913,0.8323,0.0764,49.25
0.4284,0.2259,0.3457,45.87
0.0536,0.9296,0.0168,48.16
0.0694,0.8773,0.0532,49.19
0.0262,0.9604,0.0134,49.36
0.6022,0.1497,0.2481,32.29
0.103,0.8218,0.0752,48.61
0.0405,0.9238,0.0357,49.76
0.2904,0.6622,0.0474,37.85
0.081,0.7468,0.1722,54.56
0.0499,0.8358,0.1143,53.22
0.0441,0.7469,0.209,58.25
0.0553,0.9146,0.0301,48.74
0.0321,0.9487,0.0192,49.35
0.0692,0.8079,0.1229,52.69
0.0431,0.9183,0.0386,49.77
0.4812,0.1968,0.322,42.04
0.0516,0.9242,0.0242,48.63
0.3818,0.5106,0.1076,36.29
0.0615,0.7495,0.189,56.38
0.0366,0.251,0.7124,83.79
0.1178,0.8175,0.0647,47.34
0.2876,0.4916,0.2207,46.65
0.0216,0.9592,0.0193,49.88
0.2449,0.148,0.6072,68.11
0.1845,0.5732,0.2424,52.9
0.0397,0.9305,0.0298,49.5
0.064,0.22,0.716,82.6
0.1951,0.7197,0.0853,44.51
0.1695,0.469,0.3616,59.6
0.0354,0.9502,0.0144,48.95
0.2867,0.4659,0.2474,48.04
0.0539,0.807,0.1391,54.26
0.0227,0.9266,0.0507,51.4
0.0675,0.1828,0.7498,84.12
0.0257,0.0554,0.9189,94.66
0.0445,0.9413,0.0142,48.49
0.0424,0.83,0.1276,54.26
0.1173,0.7557,0.127,50.48
0.1296,0.3098,0.5606,71.55
0.035,0.7404,0.2246,59.48
0.0215,0.0986,0.8799,92.92
0.0919,0.879,0.0291,46.86
0.0998,0.8579,0.0423,47.13
0.0728,0.7517,0.1755,55.13
0.0603,0.7704,0.1693,55.45
0.1132,0.7083,0.1785,53.26
0.228,0.1699,0.602,68.7
0.0318,0.9521,0.0161,49.22
0.0938,0.6072,0.299,60.26
0.0396,0.9452,0.0152,48.78
0.0262,0.9604,0.0134,49.36
0.0656,0.8861,0.0483,49.13
0.2956,0.2288,0.4756,59.0
0.1606,0.5274,0.312,57.57
0.0213,0.9422,0.0365,50.76
0.132,0.6813,0.1867,52.74
0.0644,0.9108,0.0248,48.02
0.1339,0.8304,0.0357,45.09
0.0686,0.9032,0.0282,47.98
0.2928,0.3803,0.3269,51.71
0.4848,0.2348,0.2804,39.78
0.067,0.9072,0.0258,47.94
0.0942,0.8279,0.0779,49.18
0.0631,0.8666,0.0703,50.36
0.1057,0.8629,0.0314,46.28
0.6383,0.2386,0.1231,24.24
0.0836,0.7194,0.1971,55.68
0.0537,0.9258,0.0205,48.34
0.0841,0.8213,0.0946,50.52
0.0839,0.5275,0.3885,65.23
0.0202,0.0767,0.9032,94.15
0.0899,0.7581,0.152,53.1
0.0374,0.8212,0.1414,55.2
0.4213,0.303,0.2757,42.72
0.1797,0.4015,0.4187,61.95
0.0429,0.2297,0.7274,84.23
0.0345,0.2046,0.7609,86.32
0.2831,0.5224,0.1946,45.57
0.0396,0.8808,0.0796,52.0
0.1075,0.2238,0.6687,78.06
0.1465,0.471,0.3825,61.8
0.0669,0.8132,0.12,52.66
0.0298,0.956,0.0142,49.22
0.4021,0.2834,0.3145,45.62
0.1795,0.5669,0.2535,53.7
0.0185,0.0759,0.9057,94.36
0.0225,0.0891,0.8884,93.3
0.1543,0.695,0.1508,49.83
0.1792,0.6588,0.162,49.14
0.234,0.2778,0.4882,62.71
0.173,0.6406,0.1864,50.67
0.0404,0.8898,0.0697,51.47
0.0403,0.9007,0.059,50.93
0.0833,0.7241,0.1926,55.46
0.0543,0.7545,0.1912,56.84
0.066,0.8611,0.0729,50.34
0.2298,0.5871,0.1831,47.66
0.0224,0.082,0.8956,93.66
0.0483,0.9352,0.0166,48.42
0.0291,0.9423,0.0286,49.97
0.1066,0.8344,0.059,47.62
0.0567,0.8042,0.139,54.12
0.0316,0.9492,0.0192,49.38
0.0507,0.5042,0.4451,69.72
0.3238,0.4783,0.1978,43.7
0.0401,0.246,0.7139,83.69
0.0429,0.1154,0.8417,89.94
0.0204,0.082,0.8976,93.86
0.1635,0.7156,0.1209,47.87
0.1039,0.8508,0.0453,47.07
0.1639,0.5878,0.2484,54.23
0.3475,0.3282,0.3243,48.84
0.0769,0.2542,0.6689,79.6
0.6482,0.2586,0.0933,22.25
0.0755,0.8259,0.0986,51.15
0.0261,0.0762,0.8977,93.58
0.0205,0.8657,0.1138,54.66
0.0598,0.8099,0.1303,53.52
0.0638,0.8352,0.101,51.86
0.2807,0.645,0.0743,39.68
0.0247,0.1203,0.8551,91.52
0.0733,0.8804,0.0463,48.65
0.0296,0.093,0.8773,92.38
0.0682,0.8774,0.0544,49.31
0.0378,0.0655,0.8966,92.94
0.0291,0.9245,0.0465,50.87
0.0787,0.8825,0.0388,48.0
0.1638,0.5688,0.2674,55.18
0.043,0.9421,0.015,48.6
0.0514,0.9205,0.0281,48.83
0.4248,0.2908,0.2844,42.98
0.0595,0.6533,0.2872,61.39
0.1628,0.6372,0.2001,51.86
0.0757,0.8867,0.0376,48.09
0.057,0.9053,0.0377,49.03
0.0887,0.3185,0.5929,75.21
0.0742,0.5492,0.3766,65.12
0.0325,0.709,0.2584,61.29
0.0299,0.0906,0.8794,92.47
0.021,0.0718,0.9072,94.31
0.3154,0.2693,0.4152,54.99
0.3021,0.2763,0.4216,55.97
0.1383,0.7499,0.1118,48.68
0.2593,0.5326,0.2082,47.45
0.0346,0.2722,0.6932,82.93
0.0712,0.6512,0.2776,60.32
0.1371,0.7626,0.1002,48.15
0.0288,0.9316,0.0396,50.54
0.0864,0.844,0.0696,49.16
0.4438,0.1447,0.4115,48.39
0.1759,0.6728,0.1513,48.77
0.0195,0.0433,0.9372,95.88
0.0941,0.7829,0.123,51.45
0.1234,0.8335,0.0431,45.98
0.1318,0.8051,0.0631,46.57
0.0329,0.9445,0.0226,49.48
0.4819,0.229,0.2891,40.36
0.0178,0.0684,0.9139,94.8
0.1646,0.19,0.6454,74.04
0.2741,0.5184,0.2074,46.67
0.0258,0.9617,0.0125,49.33
0.0871,0.8671,0.0458,47.93
0.2266,0.3075,0.4659,61.97
0.4101,0.4229,0.167,37.85
0.0274,0.8493,0.1233,54.8
0.2942,0.3992,0.3066,50.62
0.0969,0.7228,0.1803,54.17
0.3354,0.3309,0.3337,49.92
0.2436,0.5738,0.1827,46.96
0.2772,0.3584,0.3644,54.36
0.0624,0.8608,0.0768,50.72
0.2662,0.6311,0.1028,41.83
0.1406,0.7716,0.0878,47.36
0.089,0.2722,0.6388,77.49
0.1294,0.5091,0.3615,61.61
0.0335,0.9328,0.0337,50.01
0.0309,0.9511,0.0181,49.36
0.0622,0.2923,0.6456,79.17
0.1942,0.3297,0.476,64.09
0.0258,0.9617,0.0125,49.33
0.0649,0.9145,0.0205,47.78
0.0247,0.9248,0.0505,51.29
0.057,0.8951,0.0479,49.54
0.0381,0.8702,0.0916,52.68
0.1128,0.7464,0.1408,51.4
0.2216,0.2122,0.5662,67.23
0.4744,0.3771,0.1486,33.71
0.0975,0.5365,0.366,63.43
0.0622,0.8864,0.0514,49.46
0.0193,0.0645,0.9163,94.85
0.1944,0.4316,0.374,58.98
0.2908,0.3962,0.3129,51.11
0.2367,0.3768,0.3865,57.49
0.0943,0.766,0.1397,52.27
0.1148,0.498,0.3871,63.61
0.0235,0.0546,0.922,94.93
0.1043,0.5007,0.395,64.54
0.0933,0.8449,0.0618,48.43
0.2631,0.3086,0.4283,58.26
0.071,0.8288,0.1002,51.46
0.1441,0.7711,0.0847,47.03
0.0437,0.7618,0.1945,57.54
0.0889,0.6939,0.2172,56.41
0.0347,0.8592,0.106,53.56
0.0394,0.9263,0.0342,49.74
0.028,0.09,0.8821,92.7
0.0194,0.9628,0.0178,49.92
0.0571,0.8285,0.1144,52.87
0.0216,0.0636,0.9148,94.66
0.0635,0.6779,0.2586,59.76
0.3867,0.3997,0.2136,41.34
0.137,0.7157,0.1473,50.52
0.041,0.9159,0.0431,50.1
0.0223,0.0768,0.9009,93.93
0.0456,0.8405,0.1138,53.41
0.0194,0.0397,0.9409,96.08
0.066,0.88,0.0541,49.41
0.1003,0.8055,0.0942,49.69
0.0341,0.8292,0.1367,55.13
0.0195,0.0433,0.9372,95.88
0.1063,0.2752,0.6185,75.61
0.0597,0.9106,0.0296,48.49
0.0234,0.9464,0.0303,50.35
0.0393,0.8473,0.1134,53.71
0.0453,0.3356,0.6191,78.69
0.0301,0.9571,0.0128,49.13
0.0195,0.0433,0.9372,95.88
0.0172,0.057,0.9258,95.43
0.0717,0.8826,0.0457,48.7
0.0374,0.9357,0.0269,49.48
0.073,0.8977,0.0293,47.81
0.0354,0.9502,0.0144,48.95
0.0202,0.9621,0.0177,49.88
0.0491,0.8989,0.052,50.14
0.0474,0.9329,0.0197,48.61
0.122,0.6528,0.2252,55.16
0.0872,0.8837,0.029,47.09
0.0685,0.7253,0.2062,56.88
0.0343,0.819,0.1467,55.62
0.1401,0.1081,0.7518,80.59
0.0839,0.6849,0.2313,57.37
0.2227,0.5913,0.186,48.17
0.3241,0.1922,0.4836,57.97
0.4913,0.3056,0.2031,35.59
0.0418,0.8849,0.0733,51.58
0.0639,0.8401,0.096,51.6
0.1099,0.4798,0.4103,65.02
0.1346,0.3815,0.484,67.47
0.1398,0.7125,0.1477,50.4
0.124,0.8036,0.0724,47.42
0.0553,0.905,0.0397,49.22
0.0391,0.9268,0.0341,49.75
0.0571,0.9002,0.0428,49.28
0.0901,0.8044,0.1055,50.77
0.2212,0.1189,0.6599,71.93
0.1536,0.6816,0.1648,50.56
0.2188,0.5666,0.2147,49.79
0.0652,0.5164,0.4184,67.66
0.0361,0.082,0.8819,92.29
0.3572,0.1363,0.5065,57.46
0.4406,0.2434,0.316,43.77
0.044,0.2496,0.7064,83.12
0.0484,0.8044,0.1472,54.94
0.0193,0.0645,0.9163,94.85
0.0952,0.8398,0.065,48.49
0.0562,0.889,0.0548,49.93
0.4256,0.4024,0.172,37.32
0.4864,0.2329,0.2807,39.72
0.0558,0.8981,0.0462,49.52
0.1322,0.7153,0.1525,51.02
0.3619,0.5311,0.1071,37.26
0.3004,0.3455,0.3541,52.68
0.6518,0.2794,0.0688,20.85
0.4161,0.157,0.4268,50.53
0.0861,0.7983,0.1156,51.47
0.4326,0.2783,0.2891,42.82
0.0968,0.8164,0.0867,49.5
0.0241,0.064,0.912,94.39
0.1726,0.7883,0.0391,43.33
0.0582,0.9255,0.0163,47.9
0.2074,0.4538,0.3388,56.57
0.1989,0.6804,0.1206,46.09
0.0599,0.8855,0.0545,49.73
0.0683,0.8174,0.1143,52.3
0.2355,0.3168,0.4477,60.61
0.0278,0.7865,0.1857,57.89
0.0424,0.8614,0.0962,52.69
0.0395,0.6655,0.295,62.77
0.0305,0.7408,0.2286,59.91
0.2073,0.3554,0.4373,61.5
0.0878,0.8608,0.0514,48.18
0.0247,0.9624,0.0129,49.41
0.0703,0.8586,0.0711,50.04
0.1136,0.8353,0.0511,46.87
0.1626,0.7418,0.0956,46.65
0.0336,0.9423,0.024,49.52
0.1124,0.7949,0.0927,49.01
0.2905,0.488,0.2215,46.55
0.0633,0.885,0.0517,49.42
0.0748,0.851,0.0743,49.98
0.0233,0.9645,0.0122,49.45
0.0962,0.4201,0.4838,69.38
0.0201,0.9627,0.0171,49.85
0.413,0.2407,0.3463,46.66
0.0911,0.8845,0.0244,46.67
0.1082,0.6732,0.2186,55.52
0.0873,0.6593,0.2534,58.31
0.2062,0.6301,0.1637,47.87
0.1465,0.8088,0.0447,44.91
0.0263,0.9566,0.0171,49.54
0.0479,0.9102,0.0419,49.7
0.4167,0.4823,0.101,34.22
0.0432,0.9282,0.0286,49.27
0.1863,0.4966,0.3172,56.55
0.071,0.6755,0.2535,59.12
0.103,0.6454,0.2516,57.43
0.0552,0.5368,0.408,67.64
0.0502,0.9228,0.027,48.84
0.0798,0.8918,0.0284,47.43
0.3581,0.1734,0.4685,55.52
0.0818,0.6472,0.271,59.46
0.047,0.1717,0.7814,86.72
0.3699,0.4888,0.1413,38.57
0.0322,0.9523,0.0155,49.17
0.4278,0.3278,0.2444,40.83
0.0491,0.9315,0.0194,48.51
0.0505,0.9326,0.0169,48.32
0.0827,0.7507,0.1665,54.19
0.371,0.5563,0.0727,35.09
0.1097,0.6956,0.1947,54.25
0.1419,0.7692,0.0889,47.35
0.0434,0.9256,0.031,49.38
0.0541,0.9272,0.0186,48.22
0.1339,0.8304,0.0357,45.09
0.3697,0.4457,0.1846,40.75
0.0506,0.9081,0.0413,49.53
0.0457,0.9411,0.0132,48.37
0.3696,0.2721,0.3583,49.44
0.0419,0.9278,0.0303,49.42
0.0961,0.7445,0.1594,53.17
0.1586,0.7122,0.1292,48.53
0.4479,0.2951,0.257,40.45
0.0903,0.8577,0.052,48.09
0.0508,0.7355,0.2137,58.14
0.1106,0.8188,0.0706,48.0
0.0396,0.9117,0.0488,50.46
0.083,0.8569,0.0601,48.85
0.1813,0.6757,0.143,48.09
0.2425,0.5328,0.2247,49.11
0.1633,0.6838,0.1529,49.48
0.0612,0.8779,0.061,49.99
0.0589,0.8642,0.0769,50.9
0.0253,0.9609,0.0138,49.42
0.0476,0.8883,0.0641,50.82
0.0618,0.8077,0.1305,53.44
0.0877,0.8826,0.0297,47.1
0.0394,0.9337,0.0269,49.38
0.2189,0.148,0.633,70.7
0.078,0.0996,0.8224,87.22
0.0966,0.8582,0.0452,47.43
0.0258,0.9617,0.0125,49.33
0.0597,0.9079,0.0324,48.63
0.218,0.64,0.1419,46.19
0.1113,0.7499,0.1389,51.38
0.0335,0.9082,0.0582,51.23
0.0354,0.9502,0.0144,48.95
0.0598,0.9205,0.0197,48.0
0.1902,0.429,0.3808,59.53
0.3239,0.4519,0.2242,45.01
0.1883,0.6182,0.1935,50.26
0.0726,0.9036,0.0238,47.56
0.0383,0.8998,0.0619,51.18
0.1087,0.8557,0.0356,46.35
0.0732,0.8747,0.0521,48.95
0.023,0.9399,0.0371,50.71
0.1057,0.8207,0.0736,48.4
0.0289,0.1597,0.8114,89.12
0.0583,0.3893,0.5524,74.71
0.0255,0.0829,0.8916,93.31
0.387,0.5616,0.0514,33.22
0.0877,0.7932,0.119,51.57
0.0576,0.2207,0.7217,83.2
0.2361,0.4905,0.2734,51.87
0.0402,0.9145,0.0453,50.26
0.0899,0.1856,0.7245,81.73
0.0986,0.8631,0.0383,46.98
0.0725,0.8375,0.09,50.87
0.0195,0.0662,0.9143,94.74
0.4016,0.1998,0.3986,49.85
0.2269,0.4024,0.3707,57.19
0.2223,0.5688,0.2089,49.33
0.0537,0.9323,0.0139,48.01
0.0633,0.9009,0.0358,48.63
0.0647,0.884,0.0512,49.32
0.077,0.8325,0.0905,50.68
0.0319,0.779,0.1891,57.86
0.0383,0.1606,0.8011,88.14
0.1011,0.6225,0.2764,58.77
0.3201,0.3072,0.3727,52.63
0.037,0.5804,0.3826,67.28
0.0405,0.9061,0.0534,50.64
0.2493,0.4581,0.2926,52.16
0.3513,0.1317,0.517,58.29
0.1209,0.2665,0.6126,74.58
0.1995,0.2016,0.5989,69.97
0.0826,0.6404,0.277,59.72
0.3789,0.5499,0.0712,34.61
0.0384,0.3404,0.6212,79.14
0.0439,0.6501,0.306,63.1
0.2636,0.2542,0.4822,60.93
0.0209,0.9637,0.0154,49.73
0.2085,0.6571,0.1344,46.29
0.2206,0.1631,0.6162,69.78
0.0331,0.8515,0.1155,54.12
0.0291,0.9451,0.0258,49.83
0.1898,0.0856,0.7246,76.74
0.0233,0.9427,0.034,50.53
0.0283,0.9594,0.0123,49.2
0.1806,0.096,0.7234,77.14
0.0316,0.9548,0.0136,49.1
0.0419,0.9241,0.034,49.6
0.2392,0.5311,0.2296,49.52
0.078,0.8504,0.0716,49.68
0.039,0.9321,0.0289,49.49
0.0185,0.081,0.9005,94.1
0.6306,0.2819,0.0875,22.85
0.0496,0.5386,0.4118,68.11
0.194,0.1541,0.6519,72.9
0.0171,0.0513,0.9316,95.72
0.2048,0.0966,0.6986,74.69
0.1192,0.5792,0.3016,59.12
0.2244,0.3821,0.3936,58.46
0.0688,0.8934,0.0378,48.45
0.0788,0.8557,0.0655,49.33
0.2816,0.5885,0.1299,42.41
0.0432,0.9282,0.0286,49.27
0.0992,0.8291,0.0718,48.63
0.0906,0.7854,0.124,51.67
0.0758,0.8601,0.0641,49.42
0.0364,0.5567,0.4069,68.52
0.1194,0.0992,0.7815,83.1
0.2541,0.1315,0.6144,68.01
0.2377,0.1427,0.6197,69.1
0.0573,0.461,0.4818,71.22
0.0381,0.8702,0.0916,52.68
0.0384,0.9361,0.0255,49.36
0.0325,0.0908,0.8767,92.21
0.1339,0.7823,0.0837,47.49
0.2462,0.4175,0.3363,54.5
0.0758,0.7852,0.139,53.16
0.0316,0.9373,0.0311,49.98
0.2069,0.6091,0.1839,48.85
0.0286,0.9462,0.0252,49.83
0.0418,0.9226,0.0357,49.7
0.4144,0.2494,0.3362,46.09
0.0573,0.1093,0.8334,88.8
0.0354,0.9502,0.0144,48.95
0.0939,0.67,0.2361,57.11
0.2781,0.4474,0.2744,49.82
0.0808,0.8398,0.0793,49.92
0.3586,0.5353,0.106,37.37
0.0323,0.2224,0.7453,85.65
0.1448,0.7712,0.084,46.96
0.5025,0.2676,0.2299,36.37
0.5045,0.2982,0.1972,34.63
0.0357,0.804,0.1604,56.24
0.0312,0.051,0.9179,94.34
0.2392,0.5191,0.2416,50.12
0.6383,0.2131,0.1485,25.51
0.0597,0.915,0.0253,48.28
0.4189,0.2932,0.2879,43.45
0.0241,0.1045,0.8714,92.36
0.0773,0.8891,0.0337,47.82
0.0488,0.893,0.0582,50.47
0.0539,0.7114,0.2347,59.04
0.0752,0.6499,0.2748,59.98
0.0969,0.8534,0.0497,47.64
0.4057,0.3343,0.26,42.72
0.1929,0.4357,0.3715,58.93
0.0217,0.0722,0.9061,94.22
0.0449,0.1746,0.7805,86.78
0.2112,0.2471,0.5417,66.52
0.0406,0.9408,0.0186,48.9
0.0542,0.8901,0.0557,50.07
0.0681,0.9,0.0319,48.19
0.1895,0.228,0.5825,69.65
0.0468,0.9087,0.0445,49.89
0.0258,0.9458,0.0284,50.13
0.0225,0.9642,0.0134,49.55
0.0495,0.8244,0.1261,53.83
0.0195,0.0892,0.8913,93.59
0.0936,0.7896,0.1167,51.15
0.0536,0.5035,0.443,69.47
0.2708,0.3025,0.4266,57.79
0.0234,0.0365,0.9401,95.84
0.0437,0.9379,0.0184,48.74
0.0411,0.9081,0.0508,50.48
0.0419,0.9318,0.0263,49.22
0.1415,0.4505,0.408,63.33
0.0551,0.855,0.0899,51.74
0.0747,0.8427,0.0826,50.39
0.0197,0.0752,0.9051,94.27
0.3826,0.4849,0.1325,37.5
0.4137,0.2736,0.3127,44.95
0.5175,0.2774,0.2051,34.38
0.0473,0.8629,0.0898,52.12
0.3438,0.5755,0.0806,36.84
0.0759,0.8527,0.0715,49.78
0.0228,0.9594,0.0178,49.75
0.0491,0.9221,0.0288,48.98
0.1185,0.8378,0.0437,46.26
0.2682,0.5914,0.1404,43.61
0.0298,0.9494,0.0208,49.55
0.2821,0.5075,0.2104,46.41
0.0567,0.6505,0.2928,61.8
0.0768,0.8724,0.0508,48.7
0.3621,0.5678,0.0701,35.4
0.2766,0.4138,0.3096,51.65
0.0689,0.8558,0.0753,50.32
0.3905,0.1134,0.4961,55.28
0.3936,0.2537,0.3527,47.95
0.0477,0.9186,0.0337,49.3
0.0789,0.8192,0.1019,51.15
0.0353,0.9271,0.0376,50.12
0.0943,0.8642,0.0415,47.36
0.2863,0.647,0.0666,39.02
0.0277,0.9516,0.0207,49.65
0.0984,0.8697,0.0319,46.68
0.1857,0.6998,0.1145,46.44
0.0366,0.251,0.7124,83.79
0.5131,0.4026,0.0843,28.56
0.048,0.809,0.143,54.75
0.1055,0.6499,0.2445,56.95
0.3599,0.5704,0.0697,35.49
0.1002,0.8204,0.0794,48.96
0.0884,0.8754,0.0362,47.39
0.0238,0.9569,0.0193,49.77
0.0908,0.7975,0.1117,51.04
0.0401,0.8263,0.1336,54.67
0.0679,0.7939,0.1382,53.51
0.1364,0.7536,0.11,48.68
0.028,0.946,0.026,49.9
0.6461,0.2624,0.0915,22.27
0.1524,0.5732,0.2744,56.1
0.0893,0.8891,0.0217,46.62
0.2705,0.1815,0.548,63.88
0.3295,0.2199,0.4506,56.06
0.0425,0.9171,0.0403,49.89
0.0707,0.8678,0.0615,49.54
0.3312,0.1511,0.5176,59.32
0.1318,0.7802,0.088,47.81
0.1393,0.778,0.0827,47.17
0.0553,0.8827,0.0621,50.34
0.1864,0.3532,0.4604,63.7
0.0302,0.9559,0.0138,49.18
0.0617,0.7722,0.1661,55.22
0.1248,0.1491,0.7261,80.06
0.2919,0.5356,0.1725,44.03
0.0262,0.9604,0.0134,49.36
0.0297,0.8923,0.078,52.42
0.0262,0.9604,0.0134,49.36
0.0809,0.8629,0.0562,48.77
0.0984,0.8333,0.0682,48.49
0.1304,0.5338,0.3358,60.27
0.2026,0.7518,0.0456,42.15
0.4725,0.2347,0.2928,41.01
0.0884,0.846,0.0656,48.86
0.0726,0.8754,0.0519,48.96
0.0361,0.8598,0.1041,53.4
0.0329,0.9027,0.0644,51.58
0.1074,0.776,0.1166,50.46
0.048,0.904,0.0479,50.0
0.2891,0.6518,0.0591,38.5
0.0983,0.8648,0.0369,46.93
0.0201,0.0967,0.8832,93.16
0.0192,0.0558,0.925,95.29
0.0475,0.8959,0.0566,50.46
0.1439,0.8171,0.039,44.76
0.0453,0.8652,0.0895,52.21
0.4102,0.4736,0.1162,35.3
0.3952,0.2534,0.3514,47.81
0.1238,0.7597,0.1166,49.64
0.0795,0.9015,0.019,46.97
0.0601,0.5601,0.3798,65.99
0.0411,0.8847,0.0743,51.66
0.0345,0.8928,0.0727,51.91
0.2005,0.2371,0.5624,68.1
0.4095,0.5411,0.0494,32.0
0.4864,0.2907,0.2229,36.82
0.0287,0.8456,0.1257,54.85
0.1596,0.6808,0.1596,50.0
0.0405,0.8613,0.0982,52.88
0.0258,0.9617,0.0125,49.33
0.1658,0.8043,0.0299,43.21
0.2163,0.5524,0.2312,50.75
0.039,0.8993,0.0617,51.13
0.0482,0.9345,0.0174,48.46
0.025,0.9616,0.0133,49.42
0.0997,0.8609,0.0394,46.99
0.0433,0.9372,0.0195,48.81
0.6308,0.3004,0.0688,21.9
0.0932,0.856,0.0508,47.88
0.6949,0.2351,0.0701,18.76
0.4398,0.2098,0.3505,45.53
0.2972,0.6516,0.0512,37.7
0.0222,0.9563,0.0215,49.97
0.3327,0.2143,0.453,56.01
0.0597,0.9079,0.0324,48.63
0.0444,0.9386,0.0169,48.63
0.1342,0.7923,0.0735,46.96
0.0229,0.0956,0.8815,92.93
0.1731,0.6643,0.1626,49.47
0.0559,0.9121,0.032,48.8
0.2444,0.5472,0.2084,48.2
0.0349,0.937,0.0281,49.66
0.5173,0.3798,0.1029,29.28
0.3329,0.4738,0.1933,43.02
0.4789,0.2331,0.2879,40.45
0.4253,0.1884,0.3863,48.05
0.3506,0.4571,0.1923,42.08
0.0621,0.8947,0.0432,49.05
0.1238,0.7972,0.0789,47.75
0.237,0.3991,0.3639,56.34
0.0799,0.835,0.0851,50.26
0.0448,0.7197,0.2355,59.53
0.0625,0.8908,0.0467,49.21
0.3931,0.2684,0.3385,47.27
0.0594,0.915,0.0256,48.31
0.0527,0.9185,0.0288,48.8
0.1358,0.8007,0.0635,46.38
0.0588,0.9117,0.0295,48.54
0.2399,0.5952,0.1649,46.25
0.0828,0.8965,0.0207,46.9
0.0486,0.9295,0.0218,48.66
0.0527,0.9266,0.0207,48.4
0.0526,0.8746,0.0728,51.01
0.0628,0.8902,0.047,49.21
0.0423,0.9374,0.0202,48.89
0.0406,0.9383,0.0211,49.03
0.0396,0.9426,0.0177,48.91
0.0991,0.5673,0.3337,61.73
0.3677,0.4034,0.229,43.06
0.036,0.9473,0.0168,49.04
0.034,0.6935,0.2725,61.92
0.0551,0.8915,0.0535,49.92
0.4046,0.3746,0.2208,40.81
0.058,0.3114,0.6305,78.62
0.0792,0.824,0.0968,50.88
0.0287,0.9488,0.0224,49.69
0.0491,0.9116,0.0393,49.51
0.0367,0.8688,0.0945,52.89
0.2086,0.672,0.1194,45.54
0.1412,0.4136,0.4452,65.2
0.0323,0.9548,0.0129,49.03
0.1096,0.7488,0.1416,51.6
0.0546,0.5947,0.3507,64.81
0.0367,0.9348,0.0285,49.59
0.161,0.7564,0.0826,46.08
0.2396,0.621,0.1394,44.99
0.2645,0.551,0.1845,46.0
0.1018,0.8001,0.0981,49.82
0.0287,0.9518,0.0196,49.55
0.071,0.7734,0.1555,54.23
0.064,0.8967,0.0393,48.77
0.0776,0.8706,0.0519,48.71
0.0409,0.8899,0.0691,51.41
0.1033,0.8314,0.0653,48.1
0.134,0.743,0.123,49.45
0.0436,0.9197,0.0368,49.66
0.079,0.8273,0.0936,50.73
0.0752,0.8713,0.0536,48.92
0.4057,0.1449,0.4495,52.19
0.0302,0.9518,0.018,49.39
0.4354,0.4041,0.1605,36.26
0.0528,0.9192,0.028,48.76
0.0406,0.0826,0.8768,91.81
0.0326,0.9499,0.0175,49.25
0.0704,0.4236,0.506,71.78
0.0638,0.3398,0.5965,76.64
0.1937,0.6854,0.1209,46.36
0.2085,0.2018,0.5897,69.06
0.0867,0.8354,0.0779,49.56
